gene,tpm
FMO1,0.0
FMO4,4.728
PRRC2C,132.8
MYOC,0.2046
VAMP4,13.01
METTL13,34.98
DNM3,9.875
DNM3OS,0.2254
PIGC,17.31
C1orf105,0.03965
SUCO,21.68
FASLG,0.07246
TNFSF18,0.0
TNFSF4,58.99
PRDX6,163.1
SLC9C2,0.02978
ANKRD45,0.0473
KLHL20,12.88
CENPL,9.494
DARS2,41.68
GAS5-AS1,2.308
GAS5,792.2
ZBTB37,7.186
SERPINC1,0.07737
RC3H1,11.8
RABGAP1L,13.11
GPR52,0.5029
CACYBP,117.1
MRPS14,33.27
TNN,0.0
KIAA0040,31.26
TNR,0.0
PAPPA2,0.0
ASTN1,0.0
BRINP2,0.0
SEC16B,0.02804
RASAL2,0.7936
TEX35,0.07514
C1orf220,0.8629
RALGPS2,9.949
ANGPTL1,0.1608
FAM20B,33.66
TOR3A,42.92
ABL2,5.375
SOAT1,42.51
AXDND1,0.0
NPHS2,0.0
TDRD5,0.1125
FAM163A,0.0
TOR1AIP2,6.164
TOR1AIP1,14.03
CEP350,21.29
QSOX1,8.896
LHX4,1.879
ACBD6,18.44
OVAAL,0.0
XPR1,9.711
KIAA1614,0.5099
KIAA1614-AS1,0.3109
STX6,30.27
MR1,24.17
IER5,82.95
CACNA1E,1.847
GLUL,30.15
TEDDM1,0.1094
RGSL1,0.0
RNASEL,10.2
RGS16,40.72
RGS8,0.0
NPL,5.238
DHX9,95.35
SHCBP1L,0.04587
LAMC1,60.22
LAMC2,0.115
NMNAT2,0.1527
SMG7-AS1,0.3489
SMG7,56.98
NCF2,34.78
ARPC5,57.13
RGL1,3.197
APOBEC4,0.0
COLGALT2,0.1723
TSEN15,43.35
C1orf21,0.1372
EDEM3,15.21
RNF2,11.0
TRMT1L,22.91
SWT1,3.341
IVNS1ABP,92.87
LINC01350,0.0
HMCN1,0.04418
PRG4,0.09382
TPR,88.51
OCLM,5.029
PDC,0.3576
PTGS2,0.1558
PLA2G4A,1.808
ERVMER61-1,0.0
BRINP3,0.0
RGS18,0.0
RGS1,2060.0
RGS13,0.4619
RGS2,36.52
UCHL5,28.84
GLRX2,10.9
CDC73,29.59
B3GALT2,0.0
KCNT2,0.01927
CFH,0.4145
CFHR3,0.0
CFHR4,0.0
CFHR2,0.0
CFHR5,0.0
F13B,0.0
ASPM,32.71
ZBTB41,9.211
CRB1,0.01217
DENND1B,0.8672
C1orf53,0.0
LHX9,0.0
NEK7,67.06
ATP6V1G3,0.3758
PTPRC,164.1
LINC01222,0.0
NR5A2,0.07239
LINC00862,0.0431
ZNF281,27.36
KIF14,20.1
DDX59,19.31
CAMSAP2,3.355
GPR25,0.0
KIF21B,19.23
CACNA1S,0.0
ASCL5,0.0
TMEM9,17.02
IGFN1,0.02299
PKP1,0.1542
TNNT2,0.1095
LAD1,0.1609
TNNI1,0.04734
PHLDA3,12.49
CSRP1,28.55
NAV1,0.2328
IPO9-AS1,0.1033
RNU6-501P,0.0
IPO9,20.55
SHISA4,0.2742
LMOD1,0.4779
TIMM17A,41.61
RNPEP,46.07
ELF3,0.1145
GPR37L1,0.0
ARL8A,37.42
PTPN7,54.12
LGR6,0.03225
UBE2T,94.07
PPP1R12B,7.701
SYT2,0.06039
KDM5B,17.11
PCAT6,4.381
MGAT4EP,0.09736
RABIF,6.924
KLHL12,61.99
ADIPOR1,102.8
CYB5R1,9.704
PPFIA4,12.69
MYOG,0.0
ADORA1,0.0713
MYBPH,0.07579
CHI3L1,17.67
CHIT1,12.24
BTG2,183.8
FMOD,0.5166
PRELP,0.6427
OPTC,0.0
ATP2B4,1.71
LAX1,0.7272
ZBED6,5.494
SNRPE,163.1
SOX13,0.1571
ETNK2,0.04071
REN,0.0
KISS1,0.0
GOLT1A,0.0
PLEKHA6,0.01658
LINC00628,0.0
PPP1R15B,73.0
PIK3C2B,24.35
MDM4,34.91
LRRN2,1.228
NFASC,0.09443
CNTN2,0.04129
RBBP5,25.39
DSTYK,4.093
TMCC2,1.488
KLHDC8A,0.03747
LEMD1-AS1,0.0
LEMD1,0.0
BLACAT1,0.0
CDK18,0.8676
MFSD4A,2.447
ELK4,46.45
SLC45A3,2.568
NUCKS1,137.5
SNORA72,0.5182
RAB29,62.8
SLC41A1,4.896
PM20D1,0.0785
SLC26A9,0.05789
RAB7B,0.07422
CTSE,0.05122
AVPR1B,0.0
SRGAP2,1.792
IKBKE,14.27
RASSF5,59.8
EIF2D,143.3
DYRK3,5.935
MAPKAPK2,74.92
IL10,5.453
IL19,0.3117
IL20,0.0
IL24,25.54
FCMR,196.5
PIGR,0.7815
FCAMR,0.0
C1orf116,0.02486
PFKFB2,8.113
YOD1,14.94
C4BPB,27.25
C4BPA,0.05604
CD55,108.1
CR2,622.8
CR1,25.97
CR1L,2.324
CD46,93.95
CD34,0.07419
PLXNA2,0.08934
MIR205HG,0.1152
MIR205,0.0
CAMK1G,0.1789
LAMB3,0.2776
G0S2,18.64
HSD11B1,0.3617
TRAF3IP3,33.9
C1orf74,9.477
IRF6,0.3547
SYT14,0.0
SERTAD4-AS1,0.0
SERTAD4,0.01292
HHAT,5.356
KCNH1,0.0752
RCOR3,24.29
TRAF5,55.84
LINC00467,5.367
RD3,0.0
SLC30A1,14.59
NEK2,39.25
LPGAT1,81.22
INTS7,43.43
DTL,39.05
PPP2R5A,70.01
NENF,33.8
ATF3,34.0
BATF3,10.01
NSL1,17.37
TATDN3,13.53
SPATA45,0.6759
FLVCR1,15.26
VASH2,13.35
ANGEL2,20.37
RPS6KC1,9.282
PROX1-AS1,0.0
PROX1,0.0
SMYD2,23.39
PTPN14,0.1534
CENPF,41.0
KCNK2,0.03499
KCTD3,7.355
USH2A,0.006887
ESRRG,0.0
GPATCH2,5.242
SPATA17,0.0
UBBP2,0.0
LINC00210,0.0
RRP15,9.171
TGFB2,0.2895
LYPLAL1,15.8
SLC30A10,0.0
BPNT1,27.04
IARS2,87.12
RAB3GAP2,33.91
MARK1,0.03788
C1orf115,1.583
LINC01352,0.0
HLX,0.6098
DUSP10,60.46
HHIPL2,0.04159
TAF1A,11.22
TAF1A-AS1,2.193
MIA3,17.19
AIDA,19.72
BROX,19.3
DISP1,0.6358
TLR5,0.1187
SUSD4,0.1307
CCDC185,0.0
CAPN8,0.0
CAPN2,1.704
TP53BP2,23.53
GTF2IP20,9.995
FBXO28,19.32
DEGS1,57.52
NVL,19.35
CNIH4,11.46
WDR26,69.98
CNIH3,0.4566
DNAH14,0.0575
LBR,109.0
ENAH,0.05715
SRP9,239.2
EPHX1,5.323
TMEM63A,20.74
LEFTY1,0.1085
SDE2,40.25
ACBD3,46.54
MIXL1,1.112
LIN9,5.02
PARP1,159.4
STUM,0.2305
ITPKB,26.71
ITPKB-IT1,0.7076
PSEN2,7.981
COQ8A,18.8
CDC42BPA,0.5734
ZNF678,4.596
SNAP47,11.59
JMJD4,14.44
WNT9A,0.03445
ARF1,262.7
C1orf35,13.3
MRPL55,42.21
GUK1,93.93
GJC2,0.4269
IBA57,1.693
OBSCN,0.2758
TRIM11,11.27
TRIM17,0.751
RNF187,65.94
DUSP5P1,0.1201
RHOU,0.3755
CCSAP,6.787
ACTA1,2.882
NUP133,34.2
ABCB10,24.06
TAF5L,16.03
URB2,16.8
GALNT2,66.89
PGBD5,0.0363
COG2,17.03
AGT,0.0
CAPN9,0.0
C1orf198,3.285
TTC13,17.12
ARV1,15.66
TRIM67,0.0
C1orf131,11.61
GNPAT,60.59
EXOC8,18.05
SPRTN,4.722
EGLN1,25.86
TSNAX,54.79
LINC00582,0.0
DISC1,0.1132
SIPA1L2,0.07161
MAP10,3.599
NTPCR,5.239
PCNX2,1.807
KCNK1,0.924
SLC35F3,4.774
COA6,58.86
TARBP1,104.4
LINC01354,0.04766
IRF2BP2,105.5
LINC00184,0.03013
LINC01348,0.1677
TOMM20,220.1
RBM34,1.291
ARID4B,41.57
GGPS1,19.3
TBCE,28.07
B3GALNT2,6.412
GNG4,0.3039
LYST,7.701
NID1,38.67
GPR137B,50.96
ERO1B,34.78
EDARADD,3.607
LGALS8,33.9
LGALS8-AS1,0.349
HEATR1,54.05
ACTN2,0.08658
MTR,27.82
MT1HL1,0.0
RYR2,0.01924
ZP4,0.0
LINC01139,0.0
CHRM3,0.01151
CHRM3-AS2,0.0189
FMN2,0.0215
GREM2,0.0328
RGS7,0.0
FH,116.5
KMO,4.26
OPN3,13.99
CHML,34.69
WDR64,0.05732
EXO1,16.01
MAP1LC3C,0.2315
PLD5,0.0
SDCCAG8,10.94
AKT3,7.197
ZBTB18,21.22
C1orf100,0.0
DESI2,12.86
COX20,5.083
HNRNPU,149.3
EFCAB2,0.1948
KIF26B,0.5329
SMYD3,6.345
TFB2M,39.57
CNST,19.39
SCCPDH,41.1
LINC01341,0.3125
AHCTF1,32.09
ZNF670,12.69
ZNF669,9.638
ZNF124,4.406
VN1R5,0.0
ZNF496,20.91
NLRP3,0.2301
GCSAML,0.05872
GCSAML-AS1,0.0
OR2C3,0.0
OR1C1,0.0
TRIM58,0.08483
OR2L1P,0.2188
OR2L2,0.0
OR2L13,0.0
OR2M4,0.0
LYPD8,0.0
SH3BP5L,15.2
ZNF672,39.03
ZNF692,57.56
PGBD2,4.74
FAM110C,0.05171
SH3YL1,7.163
ACP1,95.33
TMEM18,16.51
LINC01115,0.0
SNTG2,0.0153
TPO,0.21
PXDN,0.1168
MYT1L,0.01218
TRAPPC12,24.9
ADI1,21.12
RNASEH1,28.83
RPS7,3336.0
COLEC11,0.4827
ALLC,0.0
LINC01304,0.07946
SOX11,0.0
LINC00487,0.0
CMPK2,6.061
RSAD2,3.403
RNF144A,26.17
LINC00298,0.0
LINC00299,0.07741
ID2-AS1,0.3721
ID2,85.82
KIDINS220,12.49
MBOAT2,0.2517
ASAP2,0.156
ITGB1BP1,18.22
CPSF3,50.75
IAH1,49.1
ADAM17,22.12
YWHAQ,266.5
TAF1B,11.79
GRHL1,2.676
KLF11,2.885
CYS1,0.5285
RRM2,59.52
HPCAL1,11.98
ODC1,278.7
NOL10,24.39
ATP6V1C2,3.27
PDIA6,123.3
KCNF1,0.0
C2orf50,0.0
ROCK2,12.74
E2F6,9.219
GREB1,0.09366
NTSR2,0.0
LPIN1,33.87
MIR3681HG,5.294
TRIB2,4.264
LINC00276,0.0
NBAS,19.35
DDX1,86.8
MYCNUT,0.0
MYCNOS,0.0
MYCN,0.0
VSNL1,0.03569
SMC6,49.94
GEN1,20.2
KCNS3,0.08738
OSR1,0.1837
LINC00954,1.344
TTC32,20.33
WDR35,11.58
MATN3,0.0
LAPTM4A,97.81
SDC1,0.4947
PUM2,81.32
RHOB,5.767
HS1BP3,3.435
GDF7,0.07541
LDAH,21.89
APOB,0.0
KLHL29,3.06
ATAD2B,15.41
UBXN2A,12.96
WDCP,14.7
FKBP1B,0.4865
SF3B6,261.4
FAM228B,3.847
TP53I3,4.719
PFN4,0.6477
FAM228A,0.0604
ITSN2,48.54
NCOA1,18.17
PTRHD1,18.84
CENPO,19.33
ADCY3,66.36
DNAJC27,6.423
DNAJC27-AS1,0.2134
EFR3B,0.5102
POMC,13.61
DNMT3A,19.18
DTNB,4.509
ASXL2,15.13
KIF3C,0.5146
RAB10,118.8
GAREM2,0.5413
HADHA,159.0
HADHB,75.84
ADGRF3,1.42
DRC1,0.09834
OTOF,0.01791
CIB4,0.0
KCNK3,0.05496
SLC35F6,6.778
CENPA,37.81
DPYSL5,0.03756
MAPRE3,2.052
TMEM214,73.0
AGBL5,20.92
OST4,317.9
EMILIN1,25.32
KHK,2.141
CGREF1,0.3112
ABHD1,0.04841
PREB,56.45
PRR30,0.2044
SLC5A6,81.33
ATRAID,107.5
CAD,42.77
SLC30A3,0.2662
DNAJC5G,0.06404
TRIM54,0.0
UCN,5.707
MPV17,34.79
GTF3C2,54.18
GTF3C2-AS1,0.5514
EIF2B4,32.69
SNX17,131.3
ZNF513,18.94
PPM1G,135.8
NRBP1,82.7
KRTCAP3,1.91
IFT172,8.93
FNDC4,0.4128
GCKR,0.0
C2orf16,0.7214
ZNF512,49.96
CCDC121,2.911
GPN1,69.72
SUPT7L,39.44
SLC4A1AP,37.51
MRPL33,55.72
RBKS,0.3319
FOSL2,3.727
PLB1,0.03681
PPP1CB,60.28
SPDYA,1.206
TRMT61B,26.13
WDR43,79.56
CLIP4,23.98
ALK,0.0
YPEL5,50.32
LBH,87.79
LCLAT1,5.105
CAPN13,0.0
GALNT14,0.3325
CAPN14,0.5964
EHD3,0.8115
XDH,0.0
SRD5A2,0.0
DPY30,48.83
SPAST,13.66
SLC30A6,18.94
NLRC4,0.4341
YIPF4,16.14
BIRC6,34.16
TTC27,28.6
LINC00486,0.0
LTBP1,0.2893
RASGRP3,68.81
FAM98A,45.5
CRIM1,7.188
FEZ2,14.98
VIT,0.03687
STRN,20.59
HEATR5B,16.92
GPATCH11,21.34
EIF2AK2,63.23
CEBPZOS,36.33
CEBPZ,61.72
NDUFAF7,33.34
PRKD3,55.11
QPCT,1.389
CDC42EP3,49.11
RMDN2,0.6352
CYP1B1,41.48
CYP1B1-AS1,0.4493
ATL2,46.88
HNRNPLL,7.406
GALM,3.579
SRSF7,145.6
GEMIN6,10.57
DHX57,11.24
MORN2,7.635
ARHGEF33,0.0
SOS1,16.59
SOS1-IT1,6.327
MAP4K3,8.297
TMEM178A,1.205
THUMPD2,25.5
SLC8A1-AS1,0.1275
SLC8A1,0.1032
PKDCC,0.8748
EML4,58.72
COX7A2L,60.81
KCNG3,0.0
MTA3,11.52
OXER1,1.383
HAAO,6.859
ZFP36L2,50.3
LINC01126,7.23
THADA,8.978
PLEKHH2,0.03852
C1GALT1C1L,0.0
DYNC2LI1,11.02
ABCG5,0.0
ABCG8,0.0
LRPPRC,137.7
PPM1B,40.36
SLC3A1,0.1777
PREPL,23.93
CAMKMT,4.593
SIX3-AS1,0.0
SIX3,0.0
SIX2,0.0
LINC01121,0.0
SRBD1,17.44
PRKCE,6.206
EPAS1,1.768
ATP6V1E2,3.468
RHOQ,68.87
PIGF,12.91
CRIPT,17.06
SOCS5,16.09
LINC01118,0.0667
LINC01119,0.3402
MCFD2,37.6
TTC7A,29.6
EPCAM,0.3597
MSH2,29.72
KCNK12,0.06139
MSH6,25.17
FBXO11,39.81
FOXN2,39.4
PPP1R21,37.8
STON1,0.2552
GTF2A1L,0.0
LHCGR,0.0
FSHR,0.0
NRXN1,0.01761
ASB3,8.171
CHAC2,10.15
ERLEC1,42.43
MIR3682,0.0
GPR75,2.07
PSME4,73.59
TSPYL6,0.0
C2orf73,0.02518
SPTBN1,168.9
RPL23AP32,0.0
EML6,0.1019
RTN4,55.03
CLHC1,4.185
RPS27A,3121.0
MTIF2,50.29
PRORSD1P,10.97
CCDC88A,21.51
CFAP36,17.89
PPP4R3B,41.16
PNPT1,39.72
EFEMP1,0.4433
CCDC85A,0.0
VRK2,36.38
FANCL,47.31
LINC01122,0.0
BCL11A,9.286
PAPOLG,10.13
REL,56.15
PUS10,8.667
PEX13,9.818
USP34,39.54
XPO1,118.9
FAM161A,4.761
CCT4,333.5
COMMD1,40.59
B3GNT2,317.8
TMEM17,1.028
EHBP1,21.59
OTX1,0.2004
DBIL5P2,0.08085
WDPCP,2.277
MDH1,250.9
UGP2,70.01
VPS54,20.48
PELI1,120.9
LINC00309,0.0
LGALSL,1.487
AFTPH,90.72
SERTAD2,36.54
SLC1A4,47.11
CEP68,15.52
RAB1A,124.2
ACTR2,334.6
SPRED2,13.38
MEIS1,0.02843
ETAA1,31.69
C1D,22.78
PNO1,34.93
PPP3R1,69.91
CNRIP1,0.1157
PLEK,895.5
APLF,2.434
ARHGAP25,11.98
BMP10,0.0
GKN2,0.04138
GKN1,0.0
ANTXR1,0.1686
GFPT1,39.01
NFU1,20.27
AAK1,4.693
ANXA4,29.12
GMCL1,22.33
SNRNP27,33.9
MXD1,11.35
ASPRV1,0.8809
PCBP1-AS1,3.386
PCBP1,538.9
C2orf42,11.08
TIA1,61.94
PCYOX1,10.3
SNRPG,81.99
TGFA,0.04134
ADD2,3.422
FIGLA,0.0
CLEC4F,0.0
CD207,0.0
VAX2,0.1193
ATP6V1B1,0.0
ANKRD53,0.1565
TEX261,40.48
NAGK,24.17
MCEE,15.41
MPHOSPH10,40.0
PAIP2B,2.756
ZNF638,35.98
DYSF,0.1631
CYP26B1,0.08183
EXOC6B,1.529
SPR,3.882
EMX1,0.3992
SFXN5,0.9165
RAB11FIP5,0.2729
SMYD5,29.18
PRADC1,10.51
CCT7,272.3
EGR4,0.4316
ALMS1,5.675
ALMS1-IT1,6.557
ALMS1P1,0.0
NAT8B,0.0
TPRKB,37.5
DUSP11,33.21
STAMBP,23.63
ACTG2,0.7348
DGUOK,113.4
TET3,50.98
BOLA3,26.66
MOB1A,160.7
MTHFD2,183.4
SLC4A5,0.8402
DCTN1,47.04
DCTN1-AS1,0.02619
C2orf81,5.13
WDR54,79.82
RTKN,10.23
INO80B,38.18
MOGS,81.46
CCDC142,3.839
TTC31,30.37
LBX2-AS1,1.956
PCGF1,22.37
TLX2,0.2832
DQX1,0.4926
AUP1,197.9
HTRA2,73.12
LOXL3,4.863
DOK1,30.11
M1AP,0.3648
SEMA4F,1.911
HK2,89.74
LINC01293,0.0
POLE4,32.2
TACR1,1.456
EVA1A,0.1496
MRPL19,34.16
GCFC2,18.33
LRRTM4,0.0
REG3G,0.0
REG1B,4.165
REG1A,6.857
REG1CP,0.0683
REG3A,2.644
CTNNA2,0.0
LRRTM1,0.0
SUCLG1,74.78
DNAH6,0.1818
TRABD2A,0.9617
TMSB10,3247.0
KCMF1,37.03
TCF7L1,0.9329
TGOLN2,121.6
RETSAT,20.83
ELMOD3,8.69
CAPG,20.67
SH2D6,0.134
MAT2A,231.8
GGCX,7.649
VAMP8,139.0
VAMP5,105.1
RNF181,115.6
TMEM150A,6.482
USP39,50.71
C2orf68,27.91
SFTPB,0.1401
GNLY,3.082
ATOH8,0.1238
ST3GAL5,6.044
POLR1A,17.61
PTCD3,50.36
IMMT,99.75
MRPL35,25.31
REEP1,0.02643
KDM3A,32.89
RNF103,25.37
RMND5A,30.48
CD8A,3.03
CD8B,0.1937
PLGLB2,0.1091
KRCC1,38.43
SMYD1,0.0
FABP1,0.0
THNSL2,0.1806
TEX37,0.1721
EIF2AK3,44.25
RPIA,84.94
ANKRD36BP2,7.693
IGKC,3792.0
IGKV1OR2-118,1.971
ACTR3BP2,0.0
MAL,13.19
MRPS5,115.1
ZNF514,17.01
ZNF2,4.553
PROM2,0.1903
KCNIP3,0.03044
FAHD2A,16.65
LINC00342,12.96
ANKRD36C,6.58
FAHD2CP,6.126
GPAT2,0.174
ADRA2B,0.1015
DUSP2,364.4
STARD7,184.7
STARD7-AS1,5.231
TMEM127,17.69
CIAO1,87.73
SNRNP200,164.1
ITPRIPL1,10.53
NCAPH,45.72
NEURL3,2.111
ARID5A,122.7
KANSL3,34.41
FER1L5,0.03061
LMAN2L,17.1
CNNM4,41.43
CNNM3,15.18
ANKRD23,2.166
ANKRD39,7.32
SEMA4C,32.82
FAM178B,0.0
ANKRD36,7.381
ANKRD36B,2.838
COX5B,210.4
ACTR1B,111.8
ZAP70,5.659
TMEM131,53.2
VWA3B,0.01067
CNGA3,0.0
INPP4A,16.38
COA5,25.99
UNC50,41.57
MGAT4A,2.486
TSGA10,1.966
C2orf15,4.043
LIPT1,11.13
MITD1,58.8
MRPL30,49.54
LYG2,0.1701
LYG1,2.566
TXNDC9,22.92
EIF5B,127.7
REV1,28.67
AFF3,0.6595
LINC01104,0.0
LONRF2,0.009818
CHST10,9.667
NPAS2,0.0
RPL31,768.8
TBC1D8,0.9362
CNOT11,83.14
RNF149,36.02
SNORD89,8.474
CREG2,0.0
MAP4K4,10.39
LINC01127,0.2137
IL1R2,7.831
IL1R1,1.296
IL1RL2,0.0
IL1RL1,0.353
IL18R1,309.7
IL18RAP,185.4
SLC9A2,1.046
MFSD9,5.2
TMEM182,1.832
LINC01102,0.0
LINC01103,0.0
LINC01114,0.0
POU3F3,0.08929
LINC01159,0.0
MRPS9,48.05
GPR45,0.0
TGFBRAP1,41.04
C2orf49,30.88
FHL2,1.188
NCK2,40.35
UXS1,34.15
ST6GAL2,0.01775
RGPD4-AS1,0.0
SLC5A7,0.0
SULT1C2,1.141
SULT1C4,0.4045
GCC2,37.09
GCC2-AS1,2.784
LIMS1,27.18
RANBP2,41.84
CCDC138,10.03
EDAR,0.03091
SH3RF3-AS1,11.47
SH3RF3,27.76
SOWAHC,1.66
MALL,0.0
NPHP1,0.1855
BUB1,108.9
ACOXL,2.87
BCL2L11,15.57
MIR4435-2HG,0.8418
MERTK,0.6156
TMEM87B,25.45
FBLN7,0.04159
ZC3H8,12.88
ZC3H6,6.154
TTL,3.474
POLR1B,30.92
CHCHD5,7.546
SLC20A1,41.66
NT5DC4,0.4897
CKAP2L,16.48
IL1A,9.242
IL1B,7.855
IL37,0.4891
IL36G,0.09913
IL36A,0.0
IL36B,0.0
IL36RN,0.0
IL1F10,0.0
IL1RN,1.271
PSD4,47.96
PAX8-AS1,0.02673
PAX8,0.06988
IGKV1OR2-108,0.1938
DDX11L2,1.076
SLC35F5,17.44
ACTR3,160.5
LINC01191,0.0
DPP10,0.0
DPP10-AS3,0.0
DPP10-AS1,0.0
DDX18,144.1
CCDC93,29.55
INSIG2,40.35
EN1,0.0
MARCO,3.815
STEAP3,3.233
C2orf76,16.44
DBI,282.5
TMEM37,2.596
SCTR,0.1144
CFAP221,0.0
TMEM177,10.86
PTPN4,4.963
EPB41L5,4.34
TMEM185B,27.03
RALB,45.14
INHBB,0.08539
LINC01101,0.0
GLI2,0.0
TFCP2L1,0.08833
CLASP1,35.03
NIFK-AS1,6.588
NIFK,86.94
TSN,51.24
CNTNAP5,0.0
GYPC,83.88
BIN1,40.1
CYP27C1,0.0
ERCC3,64.47
MAP3K2,23.29
PROC,0.03251
IWS1,60.8
MYO7B,4.632
LIMS2,0.5804
GPR17,0.0
POLR2D,33.96
AMMECR1L,24.51
SAP130,20.16
UGGT1,20.21
HS6ST1,5.346
MED15P9,0.0
MZT2B,238.7
CCDC115,58.52
IMP4,96.74
PTPN18,46.05
CYP4F62P,0.0
CFC1B,0.0
CFC1,0.0
CYP4F30P,0.0
AMER3,0.0
ARHGEF4,0.6106
FAM168B,86.52
PLEKHB2,53.14
LINC01120,0.0
POTEKP,11.49
LINC01087,18.75
C2orf27A,1.626
GPR39,0.0
LYPD1,0.0
NCKAP5,0.04296
MGAT5,74.08
TMEM163,0.3615
CCNT2-AS1,2.355
ACMSD,0.1025
CCNT2,30.46
MAP3K19,0.0
RAB3GAP1,39.12
ZRANB3,2.853
R3HDM1,35.96
UBXN4,105.5
LCT,0.01051
MCM6,90.95
CXCR4,230.8
UBBP1,0.0
THSD7B,0.0
HNMT,0.5033
SPOPL,36.43
NXPH2,0.0
LRP1B,0.0
KYNU,3.073
GTDC1,2.071
ZEB2,2.218
TEX41,0.02271
ACVR2A,0.6446
ORC4,24.04
MBD5,7.049
EPC2,12.73
KIF5C,0.559
LYPD6B,0.1814
LYPD6,0.0
MMADHC,158.0
RND3,0.3002
RBM43,5.119
NMI,83.74
TNFAIP6,2.065
RIF1,21.32
NEB,0.1308
CACNB4,1.543
STAM2,14.96
FMNL2,10.8
PRPF40A,78.83
ARL6IP6,33.61
RPRM,0.0
GALNT13,0.0
KCNJ3,0.0
NR4A2,5.517
GPD2,39.29
GALNT5,0.04013
ERMN,7.878
CYTIP,285.1
ACVR1C,0.1339
ACVR1,0.7371
UPP2,0.0
CCDC148-AS1,0.0
CCDC148,0.0
PKP4,15.37
DAPL1,0.0
TANC1,7.563
WDSUB1,26.91
BAZ2B,7.25
LY75,258.2
PLA2R1,0.09353
RBMS1,9.026
TANK,53.83
PSMD14,105.0
TBR1,0.0
SLC4A10,0.0
DPP4,12.67
GCG,0.0
FAP,0.08628
IFIH1,88.46
GCA,25.73
KCNH7,0.0
FIGN,0.0688
GRB14,0.0
COBLL1,0.04315
SLC38A11,0.03334
SCN3A,0.01559
SCN2A,0.01357
CSRNP3,0.03266
GALNT3,1.966
SCN1A,0.0
SCN9A,0.0
SCN7A,0.01809
XIRP2,0.06299
B3GALT1,0.0
STK39,0.2255
CERS6,36.83
NOSTRIN,0.4058
SPC25,23.93
G6PC2,0.0
ABCB11,0.0
DHRS9,0.1642
LRP2,0.017
BBS5,3.779
KLHL41,0.1827
FASTKD1,34.75
PPIG,57.63
PHOSPHO2,5.624
KLHL23,17.7
SSB,64.42
METTL5,78.59
UBR3,12.75
MYO3B,0.5175
SP5,0.0
GAD1,0.4277
GORASP2,70.55
TLK1,85.67
METTL8,20.7
DCAF17,30.29
CYBRD1,15.83
DYNC1I2,56.53
SLC25A12,24.67
HAT1,60.11
METAP1D,5.347
DLX1,0.1833
DLX2,0.1842
ITGA6,0.4311
PDK1,21.77
RAPGEF4-AS1,0.02679
RAPGEF4,0.1005
CDCA7,85.04
SP3,58.03
OLA1,62.92
LINC01305,0.0
CIR1,61.48
SCRN3,7.873
GPR155,25.0
WIPF1,112.2
CHRNA1,0.0
CHN1,0.4339
ATF2,53.63
LNPK,10.22
HOXD13,0.0
HOXD12,0.0
HOXD11,0.0
HOXD10,0.0
HOXD-AS2,0.0
HOXD9,0.0
HOXD8,0.07805
HOXD4,0.0
HAGLR,0.04922
HAGLROS,0.0
HOXD1,0.0
MTX2,73.5
LINC01116,0.2191
HNRNPA3,258.5
NFE2L2,56.24
AGPS,23.09
TTC30B,3.678
TTC30A,3.039
PDE11A,0.005605
RBM45,7.636
OSBPL6,0.08337
PRKRA,77.07
FKBP7,3.553
PLEKHA3,5.417
TTN-AS1,1.276
TTN,0.6493
CCDC141,1.825
SESTD1,13.33
ZNF385B,0.03864
CWC22,50.06
UBE2E3,61.96
ITGA4,79.73
NEUROD1,0.0
PPP1R1C,0.03045
PDE1A,0.03246
DNAJC10,15.35
FRZB,0.08652
NCKAP1,0.3826
DUSP19,1.584
NUP35,17.55
ZNF804A,0.232
FSIP2,0.05472
ZC3H15,128.8
ITGAV,20.56
FAM171B,0.4226
ZSWIM2,0.0
CALCRL,1.203
TFPI,0.3568
GULP1,0.01144
DIRC1,0.0
COL3A1,1.123
COL5A2,0.7087
WDR75,79.86
SLC40A1,0.2903
ASNSD1,48.29
ANKAR,2.564
OSGEPL1,15.08
ORMDL1,56.72
PMS1,19.08
C2orf88,1.243
MSTN,0.04847
HIBCH,12.19
INPP1,6.83
MFSD6,19.4
NEMP2,9.637
NAB1,34.53
GLS,121.2
STAT1,470.0
STAT4,47.23
MYO1B,1.455
NABP1,14.82
TMEFF2,0.0
PCGEM1,0.0
SLC39A10,17.44
DNAH7,0.2563
STK17B,163.8
HECW2,19.53
CCDC150,5.685
GTF3C3,41.07
PGAP1,5.665
ANKRD44,31.86
ANKRD44-IT1,0.1919
SF3B1,265.0
COQ10B,21.71
HSPD1,618.0
HSPE1,290.6
MOB4,26.48
RFTN2,0.2432
MARS2,25.58
BOLL,0.03467
PLCL1,0.1024
SATB2,0.05081
SATB2-AS1,0.0
FTCDNL1,0.9598
C2orf69,29.12
TYW5,17.13
SPATS2L,2.869
KCTD18,24.03
SGO2,23.3
AOX1,0.1378
AOX2P,0.0
BZW1,50.97
CLK1,172.1
PPIL3,43.33
NIF3L1,32.77
ORC2,25.85
FAM126B,10.19
NDUFB3,92.19
CFLAR,24.3
CFLAR-AS1,0.9801
CASP10,8.192
CASP8,10.4
TRAK2,11.92
STRADB,17.27
TMEM237,3.787
MPP4,0.02374
ALS2,6.367
CDK15,0.0
FZD7,1.418
KIAA2012,0.06091
SUMO1,122.7
NOP58,162.5
BMPR2,11.43
FAM117B,6.409
ICA1L,0.7789
WDR12,17.36
